code,name,county,city,full_address,long,lat,district,name_y,percent_EDS,SPgrade,EOG_18_19,EOG_quintile
700314,"Northside Elementary, Elizabeth City",Pasquotank,Elizabeth City,"1062 Northside Rd, Elizabeth City, NC 27909",-76.2719254,36.3566455,Pasquotank County Schools,Northside Elementary,53.9,C,61.4,2
670333,"Northside High, Jacksonville",Onslow,Jacksonville,"365 Commons Drive South, Jacksonville, NC 28546",-77.3887867,34.7915317,Onslow County Schools,Northside High,51,B,51.7,3
70330,"Northside High, Pinetown",Beaufort,Pinetown,"7868 Free Union Church Road, Pinetown, NC 27865",-76.7299827,35.5365774,Beaufort County Schools,Northside High,42.1,C,43.6,3
930340,Northside K-8,Warren,Norlina,"164 Elementary Ave, Norlina, NC 27563",-78.1845782,36.4565504,Warren County Schools,Northside K-8,53.2,D,44.2,3
181312,Northview Middle,Catawba,Hickory,"302 28th Avenue NE, Hickory, NC 28601",-81.3243838,35.7669886,Hickory City Schools,Northview Middle,53.8,C,59.6,3
490347,Northview School,Iredell,Statesville,"625 Carolina Ave N, Statesville, NC 28677",-80.8823129,35.8055507,Iredell-Statesville Schools,Northview School,25.6,A,93.8,1
130326,Northwest Cabarrus High,Cabarrus,Concord,"5130 NW Cabarrus Drive, Concord, NC 28027",-80.6624834,35.4509811,Cabarrus County Schools,Northwest Cabarrus High,38.9,B,69.6,2
130327,Northwest Cabarrus Middle,Cabarrus,Concord,"5140 NW Cabarrus Drive, Concord, NC 28027",-80.6629273,35.452067,Cabarrus County Schools,Northwest Cabarrus Middle,52.5,C,57.9,3
740375,"Northwest Elementary, Greenville",Pitt,Greenville,"1471 Holland Road, Greenville, NC 27834",-77.4779948,35.737998,Pitt County Schools,Northwest Elementary,77.8,D,35.3,4
540326,"Northwest Elementary, Kinston",Lenoir,Kinston,"1701 Old Well Rd, Kinston, NC 28504",-77.6033103,35.2783438,Lenoir County Public Schools,Northwest Elementary,82,D,41.5,3
290306,"Northwest Elementary, Lexington",Davidson,Lexington,"400 Northwest Elementary Road, Lexington, NC 27295",-80.3016232,35.9416187,Davidson County Schools,Northwest Elementary,29,B,76.3,2
960454,"Northwest Elementary, Pikeville",Wayne,Pikeville,"1769 Pikeville/Princeton Hwy, Pikeville, NC 27863",-78.0327377,35.4958193,Wayne County Public Schools,Northwest Elementary,51.2,C,59.7,3
410490,Northwest Guilford High,Guilford,Greensboro,"5240 Northwest School Road, Greensboro, NC 27409",-79.9533469,36.155372,Guilford County Schools,Northwest Guilford High,11.8,A,77.1,2
410493,Northwest Guilford Middle,Guilford,Greensboro,"5300 Northwest School Road, Greensboro, NC 27409",-79.9506062,36.1562843,Guilford County Schools,Northwest Guilford Middle,12.1,B,80.5,1
420346,Northwest Halifax Collegiate and Technic,Halifax,Littleton,"8492 Hwy 48, Littleton, NC 27850",-77.7858296,36.3866622,Halifax County Schools,Northwest Halifax Collegiate and Technic,57.4,C,34.5,4
340464,Northwest Middle,Forsyth,Winston Salem,"5501 Murray Road, Winston Salem, NC 27106",-80.3067049,36.19201,Forsyth County Schools,Northwest Middle,45.9,D,41.9,3
600482,Northwest School of the Arts,Mecklenburg,Charlotte,"1415 Beatties Ford Rd, Charlotte, NC 28216",-80.856305,35.256825,Charlotte-Mecklenburg Schools,Northwest School of the Arts,35,B,77.5,2
410496,Northwood Elementary,Guilford,High Point,"818 West Lexington Avenue, High Point, NC 27262",-80.036755,35.977693,Guilford County Schools,Northwood Elementary,59.5,D,38.4,4
190342,Northwood High,Chatham,Pittsboro,"310 Northwood High School Road, Pittsboro, NC 27312",-79.175978,35.757579,Chatham County Schools,Northwood High,26.5,B,61.5,2
920520,"Northwoods Elementary, Cary",Wake,Cary,"8850 Chapel Hill Road, Cary, NC 27513",-78.7898167,35.7949153,Wake County Schools,Northwoods Elementary,32.8,B,69.7,2
670332,"Northwoods Elementary, Jacksonville",Onslow,Jacksonville,"617 Henderson Dr, Jacksonville, NC 28540",-77.4273565,34.7722872,Onslow County Schools,Northwoods Elementary,72.2,C,47.6,3
670336,Northwoods Park Middle,Onslow,Jacksonville,"904 Sioux Dr, Jacksonville, NC 28540",-77.43777,34.772811,Onslow County Schools,Northwoods Park Middle,55.4,C,53,3
960360,Norwayne Middle,Wayne,Fremont,"1394 Norwayne School Road, Fremont, NC 27830",-77.953612,35.514201,Wayne County Public Schools,Norwayne Middle,53.8,C,57,3
840336,Norwood Elementary,Stanly,Norwood,"400 South Main St, Norwood, NC 28128",-80.1160979,35.22115,Stanly County Schools,Norwood Elementary,61.8,C,51.5,3
640347,NRM Early College High School,Nash,Rocky Mount,"530 North Old Carriage Road, Rocky Mount, NC 27804",-77.9020275,35.9853173,Nash-Rocky Mount Schools,NRM Early College High School,38.1,A,85.6,1
320360,"Oak Grove Elementary, Durham",Durham,Durham,"3810 Wake Forest Road, Durham, NC 27703",-78.819459,35.979946,Durham Public Schools,Oak Grove Elementary,79.4,D,43.4,3
920522,"Oak Grove Elementary, Raleigh",Wake,Raleigh,"10401 Penny Road, Raleigh, NC 27606",-78.783187,35.713599,Wake County Schools,Oak Grove Elementary,19.9,B,73.1,2
290349,Oak Grove High,Davidson,Winston-Salem,"3507 Midway School Rd, Winston-Salem, NC 27107",-80.1630924,35.9435812,Davidson County Schools,Oak Grove High,27.2,B,65.8,2
290351,Oak Grove Middle,Davidson,Winston-Salem,"1771 Hoy Long Road, Winston-Salem, NC 27107",-80.1647138,35.9423025,Davidson County Schools,Oak Grove Middle,29.5,B,70,2
410499,"Oak Hill Elementary, High Point",Guilford,High Point,"320 Wrightenberry Street, High Point, NC 27260",-80.025966,35.935871,Guilford County Schools,Oak Hill Elementary,60.2,C,45.4,3
140376,"Oak Hill Elementary, Lenoir",Caldwell,Lenoir,"4603 Oak Hill School Road, Lenoir, NC 28645",-81.418653,35.901627,Caldwell County Schools,Oak Hill Elementary,67.5,C,56.7,3
120364,"Oak Hill Elementary, Morganton",Burke,Morganton,"2363 NC 181, Morganton, NC 28655",-81.7573243,35.7765261,Burke County Schools,Oak Hill Elementary,54.3,C,53.2,3
730348,Oak Lane Elementary,Person,Hurdle Mills,"2076 Jim Morton Rd, Hurdle Mills, NC 27541",-79.0968793,36.2741412,Person County Schools,Oak Lane Elementary,22.8,C,60.5,2
410502,Oak Ridge Elementary,Guilford,Oak Ridge,"2050 Oak Ridge Road, Oak Ridge, NC 27310",-79.9938838,36.1688632,Guilford County Schools,Oak Ridge Elementary,9.2,A,87.3,1
410505,Oak View Elementary,Guilford,High Point,"614 Oakview Road, High Point, NC 27265",-80.0160023,35.9999141,Guilford County Schools,Oak View Elementary,64,D,37.2,4
840342,Oakboro Choice STEM,Stanly,Oakboro,"1244 N Main St, Oakboro, NC 28129",-80.335532,35.234039,Stanly County Schools,Oakboro Choice STEM,41,C,53.8,3
600485,Oakdale Elementary,Mecklenburg,Charlotte,"1825 Oakdale Rd, Charlotte, NC 28216",-80.89703,35.300444,Charlotte-Mecklenburg Schools,Oakdale Elementary,56.9,D,31.8,4
600484,Oakhurst STEAM Academy,Mecklenburg,Charlotte,"4511 Monroe Rd, Charlotte, NC 28205",-80.784122,35.1949402,Charlotte-Mecklenburg Schools,Oakhurst STEAM Academy,48.1,C,50.9,3
600488,Oaklawn Language Academy,Mecklenburg,Charlotte,"1810 Oaklawn Ave, Charlotte, NC 28216",-80.850267,35.2511641,Charlotte-Mecklenburg Schools,Oaklawn Language Academy,63.7,C,61.2,2
110384,Oakley Elementary,Buncombe,Asheville,"753 Fairview Road, Asheville, NC 28803",-82.512424,35.564096,Buncombe County Schools,Oakley Elementary,48.2,D,41.9,3
250360,Oaks Road Elementary,Craven,New Bern,"2811 Oaks Road, New Bern, NC 28560",-77.0655386,35.1277177,Craven County Schools,Oaks Road Academy,80.6,D,32.6,4
920521,Oakview Elementary,Wake,Apex,"11500 Holly Springs New Hill Rd, Apex, NC 27539",-78.8660101,35.662241,Wake County Schools,Oakview Elementary,15.8,B,74.3,2
181336,"Oakwood Elementary, Hickory",Catawba,Hickory,"366 4th Street NW, Hickory, NC 28601",-81.3435134,35.7373111,Hickory City Schools,Oakwood Elementary,51.5,C,66.2,2
170339,"Oakwood Elementary, Yanceyville",Caswell,Yanceyville,"274 Oakwood Drive, Yanceyville, NC 27379",-79.33247,36.416392,Caswell County Schools,Oakwood Elementary,63.9,C,47.7,3
480316,Ocracoke School,Hyde,Ocracoke,"120 Schoolhouse Rd, Ocracoke, NC 27960",-75.9785378,35.1120452,Hyde County Schools,Ocracoke School,65.5,B,77.4,2
650356,Ogden Elementary,New Hanover,Wilmington,"3637 Middle Sound Rd, Wilmington, NC 28411",-77.809496,34.2661541,New Hanover County Schools,Ogden Elementary,18.3,A,91.3,1
240370,Old Dock Elementary,Columbus,Whiteville,"12489 New Britton Hwy, Whiteville, NC 28472",-78.5950296,34.1648888,Columbus County Schools,Old Dock Elementary,69.1,C,63.7,2
590340,Old Fort Elementary,McDowell,Old Fort,"128 Mauney Avenue, Old Fort, NC 28762",-82.179297,35.625723,McDowell County Schools,Old Fort Elementary School,68.5,B,64.6,2
340472,Old Richmond Elementary,Forsyth,Tobaccoville,"6315 Tobaccoville Road, Tobaccoville, NC 27050",-80.3896089,36.2061629,Forsyth County Schools,Old Richmond Elementary,51.3,B,67.8,2
340476,Old Town Elementary,Forsyth,Winston Salem,"3930 Reynolda Road, Winston Salem, NC 27106",-80.332389,36.164581,Forsyth County Schools,Old Town Elementary,61,F,31.3,4
600491,Olde Providence Elementary,Mecklenburg,Charlotte,"3800 Rea Rd, Charlotte, NC 28226",-80.798528,35.110659,Charlotte-Mecklenburg Schools,Olde Providence Elementary,12.5,B,82.1,1
920524,Olds Elementary,Wake,Raleigh,"204 Dixie Trail, Raleigh, NC 27607",-78.6750913,35.7936565,Wake County Schools,Olds Elementary,21.8,B,73.5,2
920523,Olive Chapel Elementary,Wake,Apex,"1751 Olive Chapel Road, Apex, NC 27502",-78.8942246,35.7347789,Wake County Schools,Olive Chapel Elementary,8.3,A,86.3,1
670300,Onslow Early College,Onslow,Jacksonville,"444 Western Blvd, Jacksonville, NC 28546",-77.3844337,34.7702163,Onslow County Schools,Onslow Early College,31.7,A,>95,1
680332,Orange High,Orange,Hillsborough,"500 Orange High Rd, Hillsborough, NC 27278",-79.0930352,36.0922909,Orange County Schools,Orange High,30.5,B,64.3,2
780352,Orrum Middle,Robeson,Orrum,"1684 South Creek Road, Orrum, NC 28369",-79.0100263,34.4651631,Robeson County Schools,Orrum Middle,83.3,F,25.6,4
410402,Otis L Hairston Sr Middle,Guilford,Greensboro,"3911 Naco Rd, Greensboro, NC 27401",-79.7384171,36.0814709,Guilford County Schools,Otis L Hairston Sr Middle,78.3,D,29.4,4
430369,Overhills Elementary,Harnett,Spring Lake,"2626 Ray Road, Spring Lake, NC 28390",-78.9662394,35.2461791,Harnett County Schools,Overhills Elementary,52.5,C,57.1,3
430371,Overhills High,Harnett,Spring Lake,"2495 Ray Road, Spring Lake, NC 28390",-78.9696329,35.2454417,Harnett County Schools,Overhills High,43.9,B,53.6,3
430370,Overhills Middle,Harnett,Spring Lake,"2711 Ray Road, Spring Lake, NC 28390",-78.9680045,35.24842,Harnett County Schools,Overhills Middle,57.5,C,53.1,3
800315,Overton Elementary,Rowan,Salisbury,"1825 Park Rd W, Salisbury, NC 28144",-80.4741063,35.6895601,Rowan-Salisbury Schools,Overton Elementary,56.9,D,37.3,4
110336,Owen High,Buncombe,Black Mountain,"99 Lake Eden Road, Black Mountain, NC 28711",-82.3734121,35.6189247,Buncombe County Schools,Owen High,43.2,B,68.3,2
110338,Owen Middle,Buncombe,Swannanoa,"730 Old US 70, Swannanoa, NC 28778",-82.3741091,35.6060338,Buncombe County Schools,Owen Middle,54.9,C,57.8,3
780356,Oxendine Elementary,Robeson,Maxton,"5599 Oxendine School Rd, Maxton, NC 28364",-79.2591675,34.8060072,Robeson County Schools,Oxendine Elementary,85.9,D,42.4,3
180360,Oxford Elementary,Catawba,Claremont,"5915 Oxford School Road, Claremont, NC 28610",-81.155314,35.772348,Catawba County Schools,Oxford Elementary,64.9,C,54.4,3
39B000,Oxford Preparatory,Granville,Oxford,"6041 Landis Rd, Oxford, NC 27565",-78.5577229,36.3361813,Charter Schools,Oxford Preparatory,9,C,64.2,2
70338,P S Jones Middle,Beaufort,Washington,"4105 N Market Street Ext, Washington, NC 27889",-77.0351852,35.5990328,Beaufort County Schools,P S Jones Middle,60.8,C,49.7,3
700320,P W Moore Elementary,Pasquotank,Elizabeth City,"606 Roanoke Ave, Elizabeth City, NC 27909",-76.2286296,36.2897577,Pasquotank County Schools,P W Moore Elementary,66.3,F,30.1,4
740376,Pactolus,Pitt,Greenville,"3405 Yankee Hall Rd, Greenville, NC 27834",-77.2228218,35.6226599,Pitt County Schools,Pactolus,68.8,C,50.1,3
410508,Page High,Guilford,Greensboro,"201 Alma Pinnix Drive, Greensboro, NC 27405",-79.7851866,36.1090855,Guilford County Schools,Page High,47.6,C,48.5,3
620330,Page Street Elementary,Montgomery,Troy,"897 Page Street, Troy, NC 27371",-79.8757961,35.3681488,Montgomery County Schools,Page Street Elementary,65.9,C,50.9,3
340480,Paisley IB Magnet School,Forsyth,Winston Salem,"1400 Grant Avenue, Winston Salem, NC 27105",-80.2590518,36.1140137,Forsyth County Schools,Paisley IB Magnet School,51.8,C,59.3,3
600493,Palisades Park Elementary,Mecklenburg,Charlotte,"15321 York Rd, Charlotte, NC 28278",-81.0260352,35.0934205,Charlotte-Mecklenburg Schools,Palisades Park Elementary,34,B,78.1,2
690320,Pamlico County High,Pamlico,Bayboro,"601 Main Street, Bayboro, NC 28515",-76.778686,35.1415602,Pamlico County Schools,Pamlico County High,54.7,C,52.3,3
690316,Pamlico County Middle,Pamlico,Bayboro,"15526 NC Hwy 55 East, Bayboro, NC 28515",-76.7623083,35.1384809,Pamlico County Schools,Pamlico County Middle,48.8,C,56.2,3
690324,Pamlico County Primary,Pamlico,Bayboro,"323 Neals Creek Road, Bayboro, NC 28515",-76.7819114,35.1380347,aanomatch,aanomatch,,,,
690LEA,Pamlico County Schools,Pamlico,Bayboro,"507 Anderson Drive, Bayboro, NC 28515",-76.7772921,35.139678,aanomatch,aanomatch,,,,
920526,Panther Creek High,Wake,Cary,"6770 McCrimmon Parkway, Cary, NC 27519",-78.8885985,35.8302574,Wake County Schools,Panther Creek High,7.2,A,85.8,1
600492,Park Road Montessori,Mecklenburg,Charlotte,"3701 Haven Dr, Charlotte, NC 28209",-80.848753,35.177742,Charlotte-Mecklenburg Schools,Park Road Montessori,9.7,B,81.2,1
491316,Park View Elementary,Iredell,Mooresville,"217 W McNeely Ave, Mooresville, NC 28115",-80.8015281,35.5898186,Mooresville City Schools,Park View Elementary,48.5,B,68.7,2
340486,Parkland High,Forsyth,Winston Salem,"1600 Brewer Road, Winston Salem, NC 27127",-80.2573,36.057116,Forsyth County Schools,Parkland High,46.3,D,29.5,4
600409,Parkside Elementary,Mecklenburg,Charlotte,"2945 Johnston-Oehler Rd, Charlotte, NC 28269",-80.7583512,35.3596764,Charlotte-Mecklenburg Schools,Parkside Elementary,52.4,B,68.7,2
780360,Parkton Elementary,Robeson,Parkton,"400 North Green Street, Parkton, NC 28371",-79.0068072,34.9038827,Robeson County Schools,Parkton Elementary,80.8,D,33.3,4
410511,Parkview Village Elementary,Guilford,High Point,"325 Gordon Street, High Point, NC 27260",-79.9830726,35.9693771,Guilford County Schools,Parkview Village Elementary,82.1,D,34.5,4
950328,Parkway Elementary,Watauga,Boone,"160 Parkway School Dr, Boone, NC 28607",-81.5628133,36.2317349,Watauga County Schools,Parkway Elementary,32.3,B,75.3,2
320362,"Parkwood Elementary, Durham",Durham,Durham,"5207 Revere Road, Durham, NC 27713",-78.905692,35.8914339,Durham Public Schools,Parkwood Elementary,72.5,D,36.4,4
670338,"Parkwood Elementary, Jacksonville",Onslow,Jacksonville,"2900 Northwoods Dr, Jacksonville, NC 28540",-77.4407359,34.7802302,Onslow County Schools,Parkwood Elementary,48.1,B,66.1,2
900344,Parkwood High,Union,Monroe,"3220 Parkwood School Rd, Monroe, NC 28112",-80.6308061,34.9017106,Union County Public Schools,Parkwood High,29.1,B,65.3,2
900346,Parkwood Middle,Union,Monroe,"3219 Parkwood School Rd, Monroe, NC 28112",-80.6307462,34.8987192,Union County Public Schools,Parkwood Middle,39.9,C,62.4,2
680335,Partnership Academy,Orange,Hillsborough,"1006 East Storey Lane, Hillsborough, NC 27278",-79.0781872,36.0279096,aanomatch,aanomatch,,,,
920525,Partnership Elementary,Wake,Raleigh,"601 Devereux Street, Raleigh, NC 27605",-78.6477194,35.7896654,Wake County Schools,Partnership Elementary,35.2,C,55.3,3
700319,Pasquotank County High,Pasquotank,Elizabeth City,"1064 Northside Road, Elizabeth City, NC 27909",-76.2735096,36.3654528,Pasquotank County Schools,Pasquotank County High,57.1,D,30.3,4
700LEA,Pasquotank County Schools,Pasquotank,Elizabeth City,"1200 S Halstead Boulevard, Elizabeth City, NC 27906",-76.2295809,36.2824696,aanomatch,aanomatch,,,,
700318,Pasquotank Elementary,Pasquotank,Elizabeth City,"1407 Peartree Rd, Elizabeth City, NC 27909",-76.2243629,36.2835366,Pasquotank County Schools,Pasquotank Elementary,53,F,25.5,4
680336,Pathways Elementary,Orange,Hillsborough,"431 Strouds Creek Road, Hillsborough, NC 27278",-79.1036478,36.110416,Orange County Schools,Pathways Elementary,41.5,C,55.2,3
130345,Patriots Elementary,Cabarrus,Concord,"1510 Holden Rd SW, Concord, NC 28025",-80.5843521,35.3100743,Cabarrus County Schools,Patriots Elementary,24.1,B,72.3,2
09A000,Paul R Brown Leadership Academy,Bladen,Elizabethtown,"1300 Martin L King Jr Dr, Elizabethtown, NC 28337",-78.6176359,34.6212429,Charter Schools,Paul R Brown Leadership Academy,72.3,F,27.3,4
93J000,PAVE Southeast Raleigh Charter,Wake,Raleigh,"3420 Idlewood Village Dr, Raleigh, NC 27610",-78.619384,35.736869,Charter Schools,PAVE Southeast Raleigh Charter,47.1,D,42.6,3
600494,Paw Creek Elementary,Mecklenburg,Charlotte,"1300 Cathey Rd, Charlotte, NC 28214",-80.945291,35.291126,Charlotte-Mecklenburg Schools,Paw Creek Elementary,50.5,C,51.2,3
40328,Peachland-Polkton Elem,Anson,Peachland,"9633 Hwy 74 W, Peachland, NC 28133",-80.2303847,34.9950434,Anson County Schools,Peachland-Polkton Elem,46.9,B,77.5,2
200332,Peachtree Elementary,Cherokee,Murphy,"30 Upper Peachtree Road, Murphy, NC 28906",-83.945572,35.091163,Cherokee County Schools,Peachtree Elementary,38.3,C,66.7,2
93M000,Peak Charter Academy,Wake,Apex,"1601 Orchard Villas Ave, Apex, NC 27502",-78.8671994,35.7477732,Charter Schools,Peak Charter Academy,7.6,A,82.8,1
320364,Pearsontown Elementary,Durham,Durham,"4915 Barbee Road, Durham, NC 27713",-78.9082959,35.9316295,Durham Public Schools,Pearsontown Elementary,30.1,B,76.6,2
410517,Peeler Open Elementary,Guilford,Greensboro,"2200 Randall Street, Greensboro, NC 27401",-79.75761,36.051725,Guilford County Schools,Peeler Open Elementary,68,D,36.8,4
780364,Pembroke Elementary,Robeson,Pembroke,"505 South Jones Street, Pembroke, NC 28372",-79.1934718,34.6747625,Robeson County Schools,Pembroke Elementary,83.4,D,42.9,3
780368,Pembroke Middle,Robeson,Pembroke,"8910 Deep Branch Road, Pembroke, NC 28372",-79.2114532,34.6746591,Robeson County Schools,Pembroke Middle,85.2,D,33.8,4
710LEA,Pender County Schools,Pender,Burgaw,"925 Penderlea Hwy, Burgaw, NC 28425",-77.9405776,34.5528868,aanomatch,aanomatch,,,,
710327,Pender Early College High,Pender,Burgaw,"100 East Industrial Drive, Burgaw, NC 28425",-77.9227714,34.5436516,Pender County Schools,Pender Early College High,49.3,A,>95,1
710326,Pender High,Pender,Burgaw,"5380 NC Hwy 53 W, Burgaw, NC 28425",-78.0123143,34.5452748,Pender County Schools,Pender High,81.5,C,42.4,3
710328,Penderlea Elementary,Pender,Willard,"82 Penderlea School Rd, Willard, NC 28478",-78.047146,34.655713,Pender County Schools,Penderlea Elementary,75.5,C,56.1,3
410391,Penn-Griffin Schools,Guilford,High Point,"825 Washington Street, High Point, NC 27260",-79.9966848,35.9636914,Guilford County Schools,Penn-Griffin Schools,65.5,C,50.9,3
920530,Penny Road Elementary,Wake,Cary,"10900 Penny Rd, Cary, NC 27518",-78.797412,35.717478,Wake County Schools,Penny Road Elementary,26.7,B,79.5,2
