code,name,county,city,full_address,long,lat,district,percent_EDS,SPgrade,EOG_18_19,EOG_quintile
390331,Mary Potter Middle,Granville,Oxford,"200 Taylor St, Oxford, NC 27565",-78.5862227,36.3165557,Granville County Schools,76,D,42.3,3
920599,Walnut Creek Elementary,Wake,Raleigh,"2600 Sunnybrook Rd, Raleigh, NC 27610",-78.5866441,35.7445879,Wake County Schools,70.5,D,36.7,4
920403,East Garner Elementary,Wake,Garner,"5545 Jones Sausage Road, Garner, NC 27529",-78.586755,35.7072719,Wake County Schools,76.5,D,45.7,3
920399,Durant Road Middle,Wake,Raleigh,"10401 Durant Rd, Raleigh, NC 27614",-78.588241,35.902378,Wake County Schools,45.3,C,57.9,3
820320,Clement Elementary,Sampson,Autryville,"3220 Maxwell Rd, Autryville, NC 28318",-78.5895169,35.1052268,Sampson County Schools,61.2,B,86.9,1
92R000,Casa Esperanza Montessori Charter School,Wake,Raleigh,"2600 Sumner Blvd #130, Raleigh, NC 27616",-78.5905166,35.8727752,Charter Schools,7.4,C,63.4,2
920580,Vandora Springs Elementary,Wake,Garner,"8317 Bryan Road, Garner, NC 27529",-78.5909023,35.6655949,Wake County Schools,60.3,C,48.2,3
240356,Hallsboro Middle,Columbus,Hallsboro,"89 School Road, Hallsboro, NC 28442",-78.591989,34.319595,Columbus County Schools,73.9,C,49.5,3
390312,C. G. Credle Elementary,Granville,Oxford,"223 College St, Oxford, NC 27565",-78.592472,36.31453,Granville County Schools,78.6,D,45.8,3
510334,Dixon Road Elementary,Johnston,Willow Spring,"835 Dixon Road, Willow Spring, NC 27592",-78.594282,35.532579,Johnston County Schools,37.8,C,60,2
240370,Old Dock Elementary,Columbus,Whiteville,"12489 New Britton Hwy, Whiteville, NC 28472",-78.5950296,34.1648888,Columbus County Schools,69.1,C,63.7,2
90318,Bladen Lakes Primary,Bladen,Elizabethtown,"9554 Johnsontown Road, Elizabethtown, NC 28337",-78.595286,34.711064,Bladen County Schools,83.5,D,47.3,3
920336,Brentwood Elementary,Wake,Raleigh,"3426 Ingram Dr, Raleigh, NC 27604",-78.597033,35.8299952,Wake County Schools,74.8,C,50,3
390324,J. F. Webb High,Granville,Oxford,"3200 Webb School Rd, Oxford, NC 27565",-78.5980053,36.3374749,Granville County Schools,71.1,C,27.3,4
390700,JF Webb HS Of Health And Life Sciences,Granville,Oxford,"3200 Webb School Rd, Oxford, NC 27565",-78.5980053,36.3374749,Granville County Schools,42.8,C,40,3
920384,Creech Road Elementary,Wake,Garner,"450 Creech Rd, Garner, NC 27529",-78.599874,35.714984,Wake County Schools,73.3,C,47,3
430341,Harnett Early College (HCEC),Harnett,Dunn,"660 E Johnson St, Dunn, NC 28334",-78.6010978,35.3111029,Harnett County Schools,38.3,B,82.3,1
920412,Enloe High,Wake,Raleigh,"128 Clarendon Crescent, Raleigh, NC 27610",-78.6033379,35.784247,Wake County Schools,26.1,B,65.6,2
920500,Millbrook High,Wake,Raleigh,"2201 Spring Forest Rd, Raleigh, NC 27615",-78.6033424,35.865662,Wake County Schools,30.6,B,58.5,3
920536,Powell Elementary,Wake,Raleigh,"1130 Marlborough Rd, Raleigh, NC 27610",-78.6035183,35.7951663,Wake County Schools,49.7,D,44.6,3
920562,Southeast Raleigh High,Wake,Raleigh,"2600 Rock Quarry Road, Raleigh, NC 27610",-78.6040771,35.7453552,Wake County Schools,58.9,C,36.4,4
90333,Elizabethtown Primary,Bladen,Elizabethtown,"301 Mercer Road, Elizabethtown, NC 28337",-78.604944,34.6207993,Bladen County Schools,83.2,C,49.4,3
920532,Poe Elementary,Wake,Raleigh,"400 Peyton St, Raleigh, NC 27610",-78.6052477,35.7739988,Wake County Schools,65,C,46.7,3
390334,Northern Granville Middle,Granville,Oxford,"3144 Webb School Rd, Oxford, NC 27565",-78.6052655,36.3435764,Granville County Schools,76.8,F,31.6,4
92L000,Torchlight Academy,Wake,Raleigh,"3211 Bramer Drive, Raleigh, NC 27604",-78.6067997,35.8273635,Charter Schools,50.3,C,53.7,3
920496,Millbrook Elementary,Wake,Raleigh,"1520 E Millbrook Rd, Raleigh, NC 27609",-78.61055,35.848788,Wake County Schools,75.5,D,37.1,4
430332,Dunn Middle,Harnett,Dunn,"1301 Meadowlark Road, Dunn, NC 28334",-78.6116773,35.3352176,Harnett County Schools,67.9,D,43.8,3
390364,West Oxford Elementary,Granville,Oxford,"412 Ivey Day Rd, Oxford, NC 27565",-78.611949,36.322188,Granville County Schools,86.3,D,32.7,4
920512,North Garner Middle,Wake,Garner,"720 Powell Dr, Garner, NC 27529",-78.6119933,35.7156932,Wake County Schools,50.8,C,54.7,3
90332,Elizabethtown Middle,Bladen,Elizabethtown,"1496 Hwy 701 South, Elizabethtown, NC 28337",-78.6151174,34.6135997,Bladen County Schools,75.5,D,42,3
920320,Aversboro Elementary,Wake,Garner,"1605 Aversboro Rd, Garner, NC 27529",-78.6152841,35.6887639,Wake County Schools,60.8,D,43.7,3
430344,Harnett Primary,Harnett,Dunn,"800 W Harnett St, Dunn, NC 28334",-78.6154905,35.3150145,Harnett County Schools,70.1,C,52,3
920540,Rand Road Elementary,Wake,Garner,"300 Arbor Greene Dr, Garner, NC 27529",-78.6162504,35.6558161,Wake County Schools,36,C,55.8,3
09A000,Paul R Brown Leadership Academy,Bladen,Elizabethtown,"1300 Martin L King Jr Dr, Elizabethtown, NC 28337",-78.6176359,34.6212429,Charter Schools,72.3,F,27.3,4
430380,Wayne Avenue Elem,Harnett,Dunn,"910 W Harnett St, Dunn, NC 28334",-78.6177517,35.315864,Harnett County Schools,71.2,F,29.4,4
93J000,PAVE Southeast Raleigh Charter,Wake,Raleigh,"3420 Idlewood Village Dr, Raleigh, NC 27610",-78.619384,35.736869,Charter Schools,47.1,D,42.6,3
920516,North Ridge Elementary,Wake,Raleigh,"7120 Harps Mill Rd, Raleigh, NC 27615",-78.622663,35.881224,Wake County Schools,41.7,C,62.3,2
920380,Conn Elementary,Wake,Raleigh,"1220 Brookside Dr, Raleigh, NC 27604",-78.622752,35.796114,Wake County Schools,40,C,65.5,2
920448,Hunter Elementary,Wake,Raleigh,"1018 E Davie St, Raleigh, NC 27601",-78.6229467,35.7745647,Wake County Schools,30.9,B,72.5,2
920416,Fuller Elementary,Wake,Raleigh,"806 Calloway Dr, Raleigh, NC 27610",-78.624056,35.754922,Wake County Schools,40.2,C,66.2,2
920472,Ligon Middle,Wake,Raleigh,"706 E Lenoir St, Raleigh, NC 27601",-78.626538,35.772179,Wake County Schools,28.9,C,70.3,2
920356,Carnage Middle,Wake,Raleigh,"1425 Carnage Dr, Raleigh, NC 27610",-78.6282881,35.761925,Wake County Schools,37.8,B,67,2
920334,Brassfield Elementary,Wake,Raleigh,"2001 Brassfield Rd, Raleigh, NC 27614",-78.6284377,35.9336419,Wake County Schools,29.4,B,71.5,2
920396,Douglas Elementary,Wake,Raleigh,"600 Ortega Rd, Raleigh, NC 27609",-78.62925,35.839934,Wake County Schools,32.9,D,53.5,3
920585,Wake Young Men's Leadership Academy,Wake,Raleigh,"567 East Hargett St, Raleigh, NC 27601",-78.6295005,35.7783767,Wake County Schools,39.8,B,81,1
920608,West Millbrook Middle,Wake,Raleigh,"8115 Strickland Rd, Raleigh, NC 27615",-78.632059,35.892777,Wake County Schools,46.9,C,52.8,3
920456,Joyner Elementary,Wake,Raleigh,"2300 Lowden St., Raleigh, NC 27608",-78.633013,35.814455,Wake County Schools,24.5,B,72.4,2
920506,Moore Square Middle,Wake,Raleigh,"301 South Person Street, Raleigh, NC 27601",-78.6346429,35.7761738,Wake County Schools,29.7,C,65.6,2
92Q000,Hope Charter Leadership Academy,Wake,Raleigh,"1116 N Blount Street, Raleigh, NC 27604",-78.6351684,35.7952467,Charter Schools,48.5,D,31.7,4
920570,Timber Drive Elementary,Wake,Garner,"1601 Timber Drive, Garner, NC 27529",-78.6355464,35.6900661,Wake County Schools,39.3,D,51.3,3
390333,Mount Energy Elementary,Granville,Creedmoor,"2652 Hwy 56, Creedmoor, NC 27522",-78.6369481,36.1272703,Granville County Schools,55.1,B,66.8,2
920360,Carroll Middle,Wake,Raleigh,"4520 Six Forks Rd, Raleigh, NC 27609",-78.6416877,35.84308,Wake County Schools,46.9,C,54.3,3
920581,Vernon Malone College and Career Academy,Wake,Raleigh,"2200 S Wilmington St, Raleigh, NC 27603",-78.6432426,35.7528333,Wake County Schools,37.5,B,75.3,2
920596,Washington Elementary,Wake,Raleigh,"1000 Fayetteville St, Raleigh, NC 27601",-78.6438118,35.7673136,Wake County Schools,32.5,B,69,2
920440,Green Elementary,Wake,Raleigh,"5307 Six Forks Road, Raleigh, NC 27609",-78.644422,35.854114,Wake County Schools,60.2,D,44.4,3
92B000,The Exploris School,Wake,Raleigh,"401 Hillsborough St., Raleigh, NC 27603",-78.6453259,35.7802639,Charter Schools,<5,B,80.2,1
920572,Underwood Elementary,Wake,Raleigh,"1614 Glenwood Avenue, Raleigh, NC 27608",-78.6456583,35.8025753,Wake County Schools,22.9,B,72.2,2
920552,Sanderson High,Wake,Raleigh,"5500 Dixon Drive, Raleigh, NC 27609",-78.646573,35.861061,Wake County Schools,30.7,B,59.3,3
92U000,Longleaf School of the Arts,Wake,Raleigh,"322 Chapanoke Road, Raleigh, NC 27603",-78.6470546,35.736103,Charter Schools,6.8,B,69.7,2
92K000,Raleigh Charter High School,Wake,Raleigh,"1307 Glenwood Avenue, Raleigh, NC 27605",-78.6472013,35.7959926,Charter Schools,<5,A,>95,1
920525,Partnership Elementary,Wake,Raleigh,"601 Devereux Street, Raleigh, NC 27605",-78.6477194,35.7896654,Wake County Schools,35.2,C,55.3,3
920548,Root Elementary,Wake,Raleigh,"3202 Northampton Street, Raleigh, NC 27609",-78.6505866,35.8254843,Wake County Schools,20.4,B,75.1,2
920620,Wiley Elementary,Wake,Raleigh,"301 Saint Mary's St, Raleigh, NC 27605",-78.651747,35.784717,Wake County Schools,36,C,62.3,2
920348,Needham Broughton High,Wake,Raleigh,"723 Saint Mary's St, Raleigh, NC 27605",-78.652361,35.790018,Wake County Schools,26.8,C,52.7,3
920560,Smith Elementary,Wake,Raleigh,"1101 Maxwell Drive, Raleigh, NC 27603",-78.6534692,35.711946,Wake County Schools,77.1,C,49.3,3
90320,Clarkton School of Discovery,Bladen,Clarkton,"10000 North College Street, Clarkton, NC 28433",-78.6535959,34.4945624,Bladen County Schools,71.2,C,53.1,3
920344,Brooks Elementary,Wake,Raleigh,"700 Northbrook Drive, Raleigh, NC 27609",-78.6544383,35.8447693,Wake County Schools,38,C,58.9,3
240368,Nakina Middle,Columbus,Nakina,"9822 Seven Creeks Hwy, Nakina, NC 28455",-78.655266,34.108018,Columbus County Schools,65.8,C,66.6,2
920470,Lead Mine Elementary,Wake,Raleigh,"8301 Old Leadmine Rd, Raleigh, NC 27615",-78.6567169,35.8917406,Wake County Schools,35.8,B,67.1,2
920388,Daniels Middle,Wake,Raleigh,"2816 Oberlin Rd, Raleigh, NC 27608",-78.6568108,35.8131213,Wake County Schools,31.3,B,68.2,2
920586,Wake Young Women's Leadership Academy,Wake,Raleigh,"301 Ashe Avenue, Governor Morehead, Raleigh, NC 27606",-78.6599658,35.7785889,Wake County Schools,35.6,A,93.4,1
430330,Coats-Erwin Middle,Harnett,Dunn,"2833 NC Hwy 55E, Dunn, NC 28334",-78.660709,35.373132,Harnett County Schools,64.1,C,58.7,3
92D000,Magellan Charter,Wake,Raleigh,"9324 Baileywick Road, Raleigh, NC 27615",-78.661572,35.911553,Charter Schools,<5,A,94.4,1
920326,Baileywick Road Elementary,Wake,Raleigh,"9425 Baileywick Road, Raleigh, NC 27615",-78.664731,35.909168,Wake County Schools,55.7,D,50.8,3
430378,Triton High,Harnett,Erwin,"215 Maynard Lake Road, Erwin, NC 28339",-78.665226,35.3382634,Harnett County Schools,58.8,C,43,3
920582,Wake STEM Early College High School,Wake,Raleigh,"715 Barbour Dr, Raleigh, NC 27603",-78.6662784,35.7717648,Wake County Schools,15.8,A,92.2,1
920576,Vance Elementary,Wake,Raleigh,"8808 Old Stage Rd, Raleigh, NC 27603",-78.66756,35.654881,Wake County Schools,34.1,C,60.4,2
920488,Lynn Road Elementary,Wake,Raleigh,"1601 Lynn Rd, Raleigh, NC 27612",-78.6676154,35.8703574,Wake County Schools,54.5,C,53.3,3
430336,Erwin Elementary,Harnett,Erwin,"301 S 10th St, Erwin, NC 28339",-78.6699864,35.3254214,Harnett County Schools,58.4,D,46.3,3
390320,G. C. Hawley Middle,Granville,Creedmoor,"2173 Brassfield Rd, Creedmoor, NC 27522",-78.6707669,36.1077205,Granville County Schools,39.5,C,56.4,3
920531,Pleasant Union Elementary,Wake,Raleigh,"1900 Pleasant Union Church Road, Raleigh, NC 27614",-78.673461,35.950268,Wake County Schools,11.6,B,79.2,2
920524,Olds Elementary,Wake,Raleigh,"204 Dixie Trail, Raleigh, NC 27607",-78.6750913,35.7936565,Wake County Schools,21.8,B,73.5,2
390352,South Granville High,Granville,Creedmoor,"701 N Crescent Dr, Creedmoor, NC 27522",-78.675151,36.123924,Granville County Schools,38.5,C,51.8,3
92N000,Quest Academy,Wake,Raleigh,"10908 Strickland Road, Raleigh, NC 27615",-78.6780553,35.9023195,Charter Schools,<5,A,>95,1
390316,Creedmoor Elementary,Granville,Creedmoor,"305 E Wilton Ave, Creedmoor, NC 27522",-78.6783867,36.1233173,Granville County Schools,76.2,D,41.5,3
430328,Coats Elementary,Harnett,Coats,"585 Brick Mill Road, Coats, NC 27521",-78.6799605,35.4004815,Harnett County Schools,64.3,C,52.3,3
920452,Jeffreys Grove Elementary,Wake,Raleigh,"6119 Creedmoor Rd, Raleigh, NC 27612",-78.6812673,35.8679325,Wake County Schools,21.5,B,80,1
920468,Lacy Elementary,Wake,Raleigh,"2001 Lake Boone Trail, Raleigh, NC 27607",-78.6813417,35.8144702,Wake County Schools,22.6,B,74.8,2
920628,York Elementary,Wake,Raleigh,"5201 Brookhaven Dr, Raleigh, NC 27612",-78.684369,35.852243,Wake County Schools,43.2,C,63.3,2
920492,Martin Middle,Wake,Raleigh,"1701 Ridge Rd, Raleigh, NC 27607",-78.6853186,35.812126,Wake County Schools,27.9,B,73.1,2
920370,Centennial Campus Middle,Wake,Raleigh,"1900 Main Campus Drive, Raleigh, NC 27606",-78.6876185,35.7585717,Wake County Schools,53.5,D,46.5,3
390322,Granville Central High,Granville,Stem,"2043 Sanders Rd, Stem, NC 27581",-78.6882442,36.2087767,Granville County Schools,55.1,C,47.5,3
920564,Stough Elementary,Wake,Raleigh,"4210 Edwards Mill Rd, Raleigh, NC 27612",-78.6919873,35.8355756,Wake County Schools,30.5,C,62.6,2
241308,Edgewood Elementary,Columbus,Whiteville,"317 E Calhoun Street, Whiteville, NC 28472",-78.6961985,34.3314382,Whiteville City Schools,84.6,C,57.4,3
260430,Stedman Elementary,Cumberland,Stedman,"7370 Clinton Road Hwy 24, Stedman, NC 28391",-78.6963311,35.0139891,Cumberland County Schools,46,B,75,2
240352,Guideway Elementary,Columbus,Tabor City,"11570 Swamp Fox Hwy East, Tabor City, NC 28463",-78.700111,34.065545,Columbus County Schools,69.6,B,75,2
920376,Combs Elementary,Wake,Raleigh,"2001 Lorimer Rd, Raleigh, NC 27606",-78.7015025,35.7749931,Wake County Schools,36.8,B,74.1,2
260356,District No 7 Elementary,Cumberland,Wade,"5721 Smithfield Road, Wade, NC 28395",-78.7055017,35.1496016,Cumberland County Schools,50.7,B,70.6,2
241316,Whiteville High,Columbus,Whiteville,"413 N Lee Street, Whiteville, NC 28472",-78.707179,34.335039,Whiteville City Schools,70.3,B,55.7,3
241304,Central Middle,Columbus,Whiteville,"310 S Martin L King Jr Ave, Whiteville, NC 28472",-78.7097374,34.3269383,Whiteville City Schools,76.8,C,66.8,2
920325,Banks Road Elementary,Wake,Raleigh,"10225 Chambers Rd, Raleigh, NC 27603",-78.7101307,35.6313522,Wake County Schools,32.1,C,61.6,2
920318,Athens Drive High,Wake,Raleigh,"1420 Athens Drive, Raleigh, NC 27606",-78.7113269,35.7686517,Wake County Schools,37.6,B,59.8,3
240304,Acme Delco Middle,Columbus,Delco,"26133 Andrew Jackson Hwy, Delco, NC 28436",-78.7141765,34.3485085,Columbus County Schools,79.5,C,47.3,3
920442,Hilburn Drive Academy,Wake,Raleigh,"7100 Hilburn Drive, Raleigh, NC 27613",-78.7142973,35.8747605,Wake County Schools,28.3,C,63.6,2
920469,Leesville Road Elementary,Wake,Raleigh,"8402 Pride Way, Raleigh, NC 27613",-78.7187202,35.8876632,Wake County Schools,26.5,B,75.6,2
920473,Leesville Road High,Wake,Raleigh,"8410 Pride Way, Raleigh, NC 27613",-78.7193957,35.890337,Wake County Schools,15.9,B,76.1,2
90324,Dublin Primary,Bladen,Dublin,"7048 Albert Street, Dublin, NC 28332",-78.7201518,34.6548787,Bladen County Schools,85.2,D,41.1,3
920471,Leesville Road Middle,Wake,Raleigh,"8406 Pride Way, Raleigh, NC 27613",-78.7203934,35.8875636,Wake County Schools,29.2,B,72,2
390323,Granville Early College High,Granville,Creedmoor,"1552 South Campus Dr, Creedmoor, NC 27522",-78.7211228,36.1413341,Granville County Schools,35.7,A,94.3,1
920393,Dillard Drive Elementary,Wake,Raleigh,"5018 Dillard Drive, Raleigh, NC 27606",-78.723609,35.753534,Wake County Schools,61.4,C,55.4,3
920394,Dillard Drive Middle,Wake,Raleigh,"5200 Dillard Drive, Raleigh, NC 27606",-78.7237605,35.7522551,Wake County Schools,48.4,D,54.2,3
920624,Willow Springs Elementary,Wake,Willow Spring,"6800 Dwight Rowland Rd, Willow Spring, NC 27592",-78.728414,35.593322,Wake County Schools,21.5,A,83.7,1
920626,Yates Mill Elementary,Wake,Raleigh,"5993 Yates Mill Pond Road, Raleigh, NC 27606",-78.7289329,35.7376358,Wake County Schools,50.2,C,67.5,2
920529,Pine Hollow Middle,Wake,Raleigh,"5365 Bartram Place, Raleigh, NC 27617",-78.7311825,35.9076896,Wake County Schools,14.5,B,81.3,1
390336,Joe Toler-Oak Hill Elementary,Granville,Oxford,"8176 Hwy 96, Oxford, NC 27565",-78.732,36.462733,Granville County Schools,65.9,C,58.5,3
920569,Sycamore Creek Elementary,Wake,Raleigh,"10921 Leesville Rd, Raleigh, NC 27613",-78.732606,35.9184932,Wake County Schools,11.1,B,86,1
920568,Swift Creek Elementary,Wake,Raleigh,"5601 Tryon Rd, Raleigh, NC 27606",-78.7336716,35.7449476,Wake County Schools,39.9,C,59,3
39A000,Falls Lake Academy,Granville,Creedmoor,"1701 East Lyon Station Road, Creedmoor, NC 27522",-78.7346385,36.111908,Charter Schools,8.2,B,73.1,2
430308,Angier Elementary,Harnett,Angier,"130 E McIver St, Angier, NC 27501",-78.7361073,35.5028926,Harnett County Schools,73.5,D,41.9,3
430320,Buies Creek Elementary,Harnett,Buies Creek,"340 Main Street, Buies Creek, NC 27506",-78.7363541,35.4119631,Harnett County Schools,42.3,C,56.8,3
920386,Crossroads FLEX,Wake,Cary,"5651 Dillard Dr, Cary, NC 27518",-78.7384472,35.7546682,Wake County Schools,<5,B,74.6,2
90368,West Bladen High,Bladen,Bladenboro,"1600 NC Hwy 410, Bladenboro, NC 28320",-78.7413234,34.6384911,Bladen County Schools,71.7,C,41.4,3
390309,Butner-Stem Middle,Granville,Butner,"501 East D St, Butner, NC 27509",-78.7539691,36.140779,Granville County Schools,69.6,D,44.1,3
260416,J W Seabrook Elementary,Cumberland,Fayetteville,"4619 NC Hwy 210 South, Fayetteville, NC 28301",-78.755282,34.9870218,Cumberland County Schools,68,C,62.6,2
920420,Fuquay-Varina Elementary,Wake,Fuquay-Varina,"6600 Johnson Pond Rd, Fuquay-Varina, NC 27526",-78.7576552,35.60298,Wake County Schools,35.7,C,62,2
390311,Butner-Stem Elementary,Granville,Butner,"201 East D St, Butner, NC 27509",-78.7581486,36.1371437,Granville County Schools,72,D,43.3,3
920494,Middle Creek Elementary,Wake,Apex,"110 Middle Creek Park Avenue, Apex, NC 27539",-78.759466,35.67025,Wake County Schools,24.2,C,71.2,2
920495,Middle Creek High,Wake,Apex,"123 Middle Creek Park Avenue, Apex, NC 27539",-78.7605123,35.6668394,Wake County Schools,22.9,B,63.5,2
920607,West Lake Middle,Wake,Apex,"4600 West Lake Rd, Apex, NC 27539",-78.7606604,35.6602559,Wake County Schools,24,C,68.3,2
260332,Eastover-Central Elementary,Cumberland,Eastover,"5174 Dunn Road, Eastover, NC 28312",-78.7607352,35.1228961,Cumberland County Schools,39.9,B,76.9,2
920606,West Lake Elementary,Wake,Apex,"4500 West Lake Rd, Apex, NC 27539",-78.761338,35.6618096,Wake County Schools,21.4,C,68.6,2
920304,Adams Elementary,Wake,Cary,"805 Cary Towne Blvd, Cary, NC 27511",-78.7616244,35.7772888,Wake County Schools,45.8,C,62.6,2
260325,Cape Fear High,Cumberland,Fayetteville,"4762 Clinton Road, Fayetteville, NC 28301",-78.7637348,35.0343853,Cumberland County Schools,50.6,B,62.6,2
240388,Williams Township,Columbus,Whiteville,"10400 James B White Hwy, Whiteville, NC 28472",-78.764188,34.204416,Columbus County Schools,69.5,C,53.9,3
920402,East Cary Middle,Wake,Cary,"1111 SE Maynard Road, Cary, NC 27511",-78.7655297,35.7810182,Wake County Schools,33.3,C,64,2
920368,Cary High,Wake,Cary,"638 Walnut St, Cary, NC 27511",-78.766249,35.7718455,Wake County Schools,28.6,C,56.1,3
260383,Mac Williams Middle,Cumberland,Fayetteville,"4644 Clinton Road, Fayetteville, NC 28312",-78.7663051,35.0346247,Cumberland County Schools,57.3,C,57.5,3
920542,Reedy Creek Elementary,Wake,Cary,"940 Reedy Creek Road, Cary, NC 27513",-78.7682923,35.8127414,Wake County Schools,56,C,52.5,3
920400,Reedy Creek Middle,Wake,Cary,"930 Reedy Creek Road, Cary, NC 27513",-78.7686637,35.8125421,Wake County Schools,39.9,C,62.9,2
920327,Ballentine Elementary,Wake,Fuquay Varina,"1651 North McLaurin Lane, Fuquay Varina, NC 27526",-78.7716863,35.6133767,Wake County Schools,27,C,65.8,2
24N000,Columbus Charter School,Columbus,Whiteville,"35 Bacon's Way, Whiteville, NC 28472",-78.7730036,34.4055494,Charter Schools,69.7,C,61.2,2
920414,Farmington Woods Elementary,Wake,Cary,"1413 Hampton Valley Rd, Cary, NC 27511",-78.774601,35.757938,Wake County Schools,31.6,B,72.2,2
